Drugbank.ID;DrugTargets;MeSH.ID;DiseaseProteins
DB00146;[7421];D001851;[4758, 2778, 5251, 4041, 5167, 120227, 1184, 84572, 8074, 1277, 1594, 79158, 8675, 1758, 57192, 7421, 142680, 150538, 100270956, 205327, 25978, 952, 7056, 51059, 79577, 351143, 23657, 54510, 4982, 8707, 3844, 9658, 22918, 652411, 389136, 284274, 10584, 501]
DB01006;[1588];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00380;[7155, 7153];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00570;[7283, 3725, 7846, 203068];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB01101;[7298];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00351;[2908, 5241];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB01185;[367, 5618, 2908, 2099];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00014;[3973, 2798];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00783;[2100, 2099, 8856];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00675;[2100, 2099];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB06710;[367];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00357;[1583, 1588];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00286;[2099];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00255;[2100, 2099, 2104];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00603;[2099, 5241];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB01248;[81027, 596];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00997;[7153];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00361;[203068];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00445;[1105, 7153];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB00563;[1719];D001943;[150094, 4683, 207, 208, 672, 79728, 5892, 5290, 7517, 11200, 2192, 81847, 83990, 9833, 5889, 5888, 675, 595, 577, 401475, 7015, 2099, 100147754, 9497, 339799, 283491, 100270908, 80205, 79875, 100133193, 57161, 81847, 27324, 2263, 22891, 4214, 729582, 5168, 80129, 4046, 10884, 5462, 100048912, 441073, 390218, 116159, 29086, 10371, 51592, 392382, 4916, 100130409, 647121, 7141, 53335, 4856, 347292, 57178, 2255]
DB01427;[7124, 5142, 5139];D002311;[10060, 9531, 7139, 7112, 88, 5664, 131118, 6389, 7134, 7137, 11155, 5350, 4000, 7414, 1674, 1756, 2070, 7273, 8048, 6444, 4624, 4625, 70, 5663, 7168, 1829, 2218, 282996, 6331, 8557, 91624, 9531, 7709]
DB00175;[3156];D002318;[3920, 2717, 23209, 2657, 10060, 7112, 6654, 131118, 1832, 3717, 5583, 6640, 4854, 84159, 6324, 2153, 1674, 51778, 287, 3762, 7804, 4838, 5144, 2702, 6444, 7046, 6442, 3757, 55172, 59, 7048, 4633, 2070, 1829, 3565, 2316, 1824, 345895, 55109, 4646, 4878, 2147, 8701, 3845, 55997, 4973, 3827, 775, 2218, 595, 4893, 4634, 7139, 1482, 88, 6901, 9992, 6389, 7134, 7137, 4205, 7015, 6262, 6261, 91624, 64446, 23171, 368, 55036, 83544, 2261, 11285, 11155, 3662, 8048, 2934, 1281, 3741, 23414, 7021, 55800, 4624, 4625, 4626, 4541, 4629, 1837, 137814, 7273, 27019, 783, 83417, 5573, 1723, 51422, 57057, 6330, 23389, 241, 2161, 7547, 3759, 10142, 7405, 3753, 54880, 9531, 4540, 5663, 5664, 4638, 10021, 2200, 4538, 1636, 7092, 4535, 859, 182, 183, 5781, 7414, 79188, 123872, 659, 9509, 2626, 3728, 4607, 5654, 94, 6403, 7168, 5340, 125972, 221421, 4524, 51128, 710, 2022, 2697, 80271, 948, 4088, 4089, 889, 10008, 6899, 11216, 5054, 92579, 7428, 27063, 5351, 5350, 4000, 3431, 1471, 5921, 1756, 1290, 85366, 51320, 1278, 11235, 4094, 113189, 9445, 1277, 5318, 8557, 6736, 70, 4040, 673, 339829, 1804, 78987, 3784, 1282, 1289, 8997, 282996, 5444, 472, 6335, 7468, 2006, 6331, 351, 57158, 5894, 23022, 51314, 4853, 1767, 4851, 83605, 217, 51196, 677828, 4048, 1308, 85397, 503648, 100128390, 283652, 10512, 100271434, 2099, 203238, 23293, 51305, 100270961, 7306, 3595, 5629, 7247, 100147745, 1946, 10895, 1071, 255738, 8658, 25771, 728553, 341, 2153, 29113, 267016, 23294, 646583, 401492, 2243, 352961, 84439, 2212, 7809, 340198, 387122, 5593, 10529, 3135, 9709, 4035, 8622, 1952, 283849, 392374, 11278, 27072, 29994, 5308, 8870, 80036, 149233, 170680, 26766, 8701, 114036, 4978, 55759, 144638, 100127911, 340596, 9037, 286144, 337880, 4311, 65264, 81832, 284217, 116935, 55521, 132789, 2890, 27436, 6387, 6148, 121536, 253018, 49855, 7369, 4280, 6263, 90627, 343727, 100147818, 170690, 55133, 401237, 8882, 50945, 64848, 520, 51205, 25817, 55742, 1879, 2266, 23007, 100130239, 9722, 285600, 3586, 170679, 1330, 3152, 55801, 100048912, 153090, 57608, 100271596, 353010, 353011, 221692, 79750, 780, 2043, 4815, 100271444, 729992, 7709, 79614, 79192, 1008, 25871, 23768, 128611, 10866, 54535, 154215, 129684, 120114, 80862, 347273, 339761, 58504, 56899, 84898, 9531, 100131893, 1874, 57118, 79822, 51438, 1909, 653163, 441525, 10255, 4340, 2200, 6031, 143098, 100270844, 57674, 100130537, 3458, 6597, 2565, 7905, 128609, 84441, 387101, 652, 56979, 8613, 66037, 26031, 63951, 10400, 25902, 10151, 25903, 2581, 353007, 8777, 463, 814, 98, 56996, 51741, 169044, 267015, 153339, 3077, 3667, 22808, 729816, 728299, 10743, 100271506, 54805, 84722, 348, 79934, 143872, 28951, 57172, 83478, 2921, 22882, 8938, 80271, 51530, 54984, 729075, 54986, 390345, 79659, 285834, 5294, 9452, 4018, 55973, 6943, 23522, 401470, 64321, 387119, 100270908, 4276, 11173, 91653, 9992, 375056, 6346, 11245, 3106, 3107, 100130889, 6101, 100270983, 3184, 400591, 266722, 80310, 157708, 9960, 65125, 29761, 151126, 28, 168455, 771, 285829, 340351, 23302, 22822, 490, 10371, 3782, 1284, 79660, 3781, 7917, 1282, 387882, 2160, 6662, 284252, 3988, 5932, 201456, 153020, 80896, 91461, 347704, 1495]
DB00641;[3689, 3156];D002318;[3920, 2717, 23209, 2657, 10060, 7112, 6654, 131118, 1832, 3717, 5583, 6640, 4854, 84159, 6324, 2153, 1674, 51778, 287, 3762, 7804, 4838, 5144, 2702, 6444, 7046, 6442, 3757, 55172, 59, 7048, 4633, 2070, 1829, 3565, 2316, 1824, 345895, 55109, 4646, 4878, 2147, 8701, 3845, 55997, 4973, 3827, 775, 2218, 595, 4893, 4634, 7139, 1482, 88, 6901, 9992, 6389, 7134, 7137, 4205, 7015, 6262, 6261, 91624, 64446, 23171, 368, 55036, 83544, 2261, 11285, 11155, 3662, 8048, 2934, 1281, 3741, 23414, 7021, 55800, 4624, 4625, 4626, 4541, 4629, 1837, 137814, 7273, 27019, 783, 83417, 5573, 1723, 51422, 57057, 6330, 23389, 241, 2161, 7547, 3759, 10142, 7405, 3753, 54880, 9531, 4540, 5663, 5664, 4638, 10021, 2200, 4538, 1636, 7092, 4535, 859, 182, 183, 5781, 7414, 79188, 123872, 659, 9509, 2626, 3728, 4607, 5654, 94, 6403, 7168, 5340, 125972, 221421, 4524, 51128, 710, 2022, 2697, 80271, 948, 4088, 4089, 889, 10008, 6899, 11216, 5054, 92579, 7428, 27063, 5351, 5350, 4000, 3431, 1471, 5921, 1756, 1290, 85366, 51320, 1278, 11235, 4094, 113189, 9445, 1277, 5318, 8557, 6736, 70, 4040, 673, 339829, 1804, 78987, 3784, 1282, 1289, 8997, 282996, 5444, 472, 6335, 7468, 2006, 6331, 351, 57158, 5894, 23022, 51314, 4853, 1767, 4851, 83605, 217, 51196, 677828, 4048, 1308, 85397, 503648, 100128390, 283652, 10512, 100271434, 2099, 203238, 23293, 51305, 100270961, 7306, 3595, 5629, 7247, 100147745, 1946, 10895, 1071, 255738, 8658, 25771, 728553, 341, 2153, 29113, 267016, 23294, 646583, 401492, 2243, 352961, 84439, 2212, 7809, 340198, 387122, 5593, 10529, 3135, 9709, 4035, 8622, 1952, 283849, 392374, 11278, 27072, 29994, 5308, 8870, 80036, 149233, 170680, 26766, 8701, 114036, 4978, 55759, 144638, 100127911, 340596, 9037, 286144, 337880, 4311, 65264, 81832, 284217, 116935, 55521, 132789, 2890, 27436, 6387, 6148, 121536, 253018, 49855, 7369, 4280, 6263, 90627, 343727, 100147818, 170690, 55133, 401237, 8882, 50945, 64848, 520, 51205, 25817, 55742, 1879, 2266, 23007, 100130239, 9722, 285600, 3586, 170679, 1330, 3152, 55801, 100048912, 153090, 57608, 100271596, 353010, 353011, 221692, 79750, 780, 2043, 4815, 100271444, 729992, 7709, 79614, 79192, 1008, 25871, 23768, 128611, 10866, 54535, 154215, 129684, 120114, 80862, 347273, 339761, 58504, 56899, 84898, 9531, 100131893, 1874, 57118, 79822, 51438, 1909, 653163, 441525, 10255, 4340, 2200, 6031, 143098, 100270844, 57674, 100130537, 3458, 6597, 2565, 7905, 128609, 84441, 387101, 652, 56979, 8613, 66037, 26031, 63951, 10400, 25902, 10151, 25903, 2581, 353007, 8777, 463, 814, 98, 56996, 51741, 169044, 267015, 153339, 3077, 3667, 22808, 729816, 728299, 10743, 100271506, 54805, 84722, 348, 79934, 143872, 28951, 57172, 83478, 2921, 22882, 8938, 80271, 51530, 54984, 729075, 54986, 390345, 79659, 285834, 5294, 9452, 4018, 55973, 6943, 23522, 401470, 64321, 387119, 100270908, 4276, 11173, 91653, 9992, 375056, 6346, 11245, 3106, 3107, 100130889, 6101, 100270983, 3184, 400591, 266722, 80310, 157708, 9960, 65125, 29761, 151126, 28, 168455, 771, 285829, 340351, 23302, 22822, 490, 10371, 3782, 1284, 79660, 3781, 7917, 1282, 387882, 2160, 6662, 284252, 3988, 5932, 201456, 153020, 80896, 91461, 347704, 1495]
DB00169;[7421];D002318;[3920, 2717, 23209, 2657, 10060, 7112, 6654, 131118, 1832, 3717, 5583, 6640, 4854, 84159, 6324, 2153, 1674, 51778, 287, 3762, 7804, 4838, 5144, 2702, 6444, 7046, 6442, 3757, 55172, 59, 7048, 4633, 2070, 1829, 3565, 2316, 1824, 345895, 55109, 4646, 4878, 2147, 8701, 3845, 55997, 4973, 3827, 775, 2218, 595, 4893, 4634, 7139, 1482, 88, 6901, 9992, 6389, 7134, 7137, 4205, 7015, 6262, 6261, 91624, 64446, 23171, 368, 55036, 83544, 2261, 11285, 11155, 3662, 8048, 2934, 1281, 3741, 23414, 7021, 55800, 4624, 4625, 4626, 4541, 4629, 1837, 137814, 7273, 27019, 783, 83417, 5573, 1723, 51422, 57057, 6330, 23389, 241, 2161, 7547, 3759, 10142, 7405, 3753, 54880, 9531, 4540, 5663, 5664, 4638, 10021, 2200, 4538, 1636, 7092, 4535, 859, 182, 183, 5781, 7414, 79188, 123872, 659, 9509, 2626, 3728, 4607, 5654, 94, 6403, 7168, 5340, 125972, 221421, 4524, 51128, 710, 2022, 2697, 80271, 948, 4088, 4089, 889, 10008, 6899, 11216, 5054, 92579, 7428, 27063, 5351, 5350, 4000, 3431, 1471, 5921, 1756, 1290, 85366, 51320, 1278, 11235, 4094, 113189, 9445, 1277, 5318, 8557, 6736, 70, 4040, 673, 339829, 1804, 78987, 3784, 1282, 1289, 8997, 282996, 5444, 472, 6335, 7468, 2006, 6331, 351, 57158, 5894, 23022, 51314, 4853, 1767, 4851, 83605, 217, 51196, 677828, 4048, 1308, 85397, 503648, 100128390, 283652, 10512, 100271434, 2099, 203238, 23293, 51305, 100270961, 7306, 3595, 5629, 7247, 100147745, 1946, 10895, 1071, 255738, 8658, 25771, 728553, 341, 2153, 29113, 267016, 23294, 646583, 401492, 2243, 352961, 84439, 2212, 7809, 340198, 387122, 5593, 10529, 3135, 9709, 4035, 8622, 1952, 283849, 392374, 11278, 27072, 29994, 5308, 8870, 80036, 149233, 170680, 26766, 8701, 114036, 4978, 55759, 144638, 100127911, 340596, 9037, 286144, 337880, 4311, 65264, 81832, 284217, 116935, 55521, 132789, 2890, 27436, 6387, 6148, 121536, 253018, 49855, 7369, 4280, 6263, 90627, 343727, 100147818, 170690, 55133, 401237, 8882, 50945, 64848, 520, 51205, 25817, 55742, 1879, 2266, 23007, 100130239, 9722, 285600, 3586, 170679, 1330, 3152, 55801, 100048912, 153090, 57608, 100271596, 353010, 353011, 221692, 79750, 780, 2043, 4815, 100271444, 729992, 7709, 79614, 79192, 1008, 25871, 23768, 128611, 10866, 54535, 154215, 129684, 120114, 80862, 347273, 339761, 58504, 56899, 84898, 9531, 100131893, 1874, 57118, 79822, 51438, 1909, 653163, 441525, 10255, 4340, 2200, 6031, 143098, 100270844, 57674, 100130537, 3458, 6597, 2565, 7905, 128609, 84441, 387101, 652, 56979, 8613, 66037, 26031, 63951, 10400, 25902, 10151, 25903, 2581, 353007, 8777, 463, 814, 98, 56996, 51741, 169044, 267015, 153339, 3077, 3667, 22808, 729816, 728299, 10743, 100271506, 54805, 84722, 348, 79934, 143872, 28951, 57172, 83478, 2921, 22882, 8938, 80271, 51530, 54984, 729075, 54986, 390345, 79659, 285834, 5294, 9452, 4018, 55973, 6943, 23522, 401470, 64321, 387119, 100270908, 4276, 11173, 91653, 9992, 375056, 6346, 11245, 3106, 3107, 100130889, 6101, 100270983, 3184, 400591, 266722, 80310, 157708, 9960, 65125, 29761, 151126, 28, 168455, 771, 285829, 340351, 23302, 22822, 490, 10371, 3782, 1284, 79660, 3781, 7917, 1282, 387882, 2160, 6662, 284252, 3988, 5932, 201456, 153020, 80896, 91461, 347704, 1495]
DB01076;[196, 1803, 3156];D002318;[3920, 2717, 23209, 2657, 10060, 7112, 6654, 131118, 1832, 3717, 5583, 6640, 4854, 84159, 6324, 2153, 1674, 51778, 287, 3762, 7804, 4838, 5144, 2702, 6444, 7046, 6442, 3757, 55172, 59, 7048, 4633, 2070, 1829, 3565, 2316, 1824, 345895, 55109, 4646, 4878, 2147, 8701, 3845, 55997, 4973, 3827, 775, 2218, 595, 4893, 4634, 7139, 1482, 88, 6901, 9992, 6389, 7134, 7137, 4205, 7015, 6262, 6261, 91624, 64446, 23171, 368, 55036, 83544, 2261, 11285, 11155, 3662, 8048, 2934, 1281, 3741, 23414, 7021, 55800, 4624, 4625, 4626, 4541, 4629, 1837, 137814, 7273, 27019, 783, 83417, 5573, 1723, 51422, 57057, 6330, 23389, 241, 2161, 7547, 3759, 10142, 7405, 3753, 54880, 9531, 4540, 5663, 5664, 4638, 10021, 2200, 4538, 1636, 7092, 4535, 859, 182, 183, 5781, 7414, 79188, 123872, 659, 9509, 2626, 3728, 4607, 5654, 94, 6403, 7168, 5340, 125972, 221421, 4524, 51128, 710, 2022, 2697, 80271, 948, 4088, 4089, 889, 10008, 6899, 11216, 5054, 92579, 7428, 27063, 5351, 5350, 4000, 3431, 1471, 5921, 1756, 1290, 85366, 51320, 1278, 11235, 4094, 113189, 9445, 1277, 5318, 8557, 6736, 70, 4040, 673, 339829, 1804, 78987, 3784, 1282, 1289, 8997, 282996, 5444, 472, 6335, 7468, 2006, 6331, 351, 57158, 5894, 23022, 51314, 4853, 1767, 4851, 83605, 217, 51196, 677828, 4048, 1308, 85397, 503648, 100128390, 283652, 10512, 100271434, 2099, 203238, 23293, 51305, 100270961, 7306, 3595, 5629, 7247, 100147745, 1946, 10895, 1071, 255738, 8658, 25771, 728553, 341, 2153, 29113, 267016, 23294, 646583, 401492, 2243, 352961, 84439, 2212, 7809, 340198, 387122, 5593, 10529, 3135, 9709, 4035, 8622, 1952, 283849, 392374, 11278, 27072, 29994, 5308, 8870, 80036, 149233, 170680, 26766, 8701, 114036, 4978, 55759, 144638, 100127911, 340596, 9037, 286144, 337880, 4311, 65264, 81832, 284217, 116935, 55521, 132789, 2890, 27436, 6387, 6148, 121536, 253018, 49855, 7369, 4280, 6263, 90627, 343727, 100147818, 170690, 55133, 401237, 8882, 50945, 64848, 520, 51205, 25817, 55742, 1879, 2266, 23007, 100130239, 9722, 285600, 3586, 170679, 1330, 3152, 55801, 100048912, 153090, 57608, 100271596, 353010, 353011, 221692, 79750, 780, 2043, 4815, 100271444, 729992, 7709, 79614, 79192, 1008, 25871, 23768, 128611, 10866, 54535, 154215, 129684, 120114, 80862, 347273, 339761, 58504, 56899, 84898, 9531, 100131893, 1874, 57118, 79822, 51438, 1909, 653163, 441525, 10255, 4340, 2200, 6031, 143098, 100270844, 57674, 100130537, 3458, 6597, 2565, 7905, 128609, 84441, 387101, 652, 56979, 8613, 66037, 26031, 63951, 10400, 25902, 10151, 25903, 2581, 353007, 8777, 463, 814, 98, 56996, 51741, 169044, 267015, 153339, 3077, 3667, 22808, 729816, 728299, 10743, 100271506, 54805, 84722, 348, 79934, 143872, 28951, 57172, 83478, 2921, 22882, 8938, 80271, 51530, 54984, 729075, 54986, 390345, 79659, 285834, 5294, 9452, 4018, 55973, 6943, 23522, 401470, 64321, 387119, 100270908, 4276, 11173, 91653, 9992, 375056, 6346, 11245, 3106, 3107, 100130889, 6101, 100270983, 3184, 400591, 266722, 80310, 157708, 9960, 65125, 29761, 151126, 28, 168455, 771, 285829, 340351, 23302, 22822, 490, 10371, 3782, 1284, 79660, 3781, 7917, 1282, 387882, 2160, 6662, 284252, 3988, 5932, 201456, 153020, 80896, 91461, 347704, 1495]
